lat,lng,Low,High
44.8576,-72.9131,"58,313","93,300"
44.5929,-74.3038,"58,313","93,300"
35.1556,-86.0937,"58,313","93,300"
37.9923,-88.9242,"58,313","93,300"
34.4417,-87.8437,"58,313","93,300"
44.974,-70.444,"58,313","93,300"
38.5645,-95.2859,"58,313","93,300"
34.3754,-83.2291,"58,313","93,300"
39.4149,-85.0602,"58,313","93,300"
32.1333,-91.6738,"58,313","93,300"
35.5124,-93.8906,"58,313","93,300"
42.1811,-111.8132,"58,313","93,300"
29.8766,-84.8137,"58,313","93,300"
33.1755,-95.2184,"58,313","93,300"
42.7325,-93.2625,"58,313","93,300"
36.6831,-76.9386,"58,313","93,300"
31.4772,-90.8979,"58,313","93,300"
40.1763,-98.9528,"58,313","93,300"
39.0907,-77.6357,"57,565","92,103"
39.0907,-77.6357,"57,565","92,103"
39.0907,-77.6357,"57,565","92,103"
40.0916,-82.4831,"57,325","91,720"
40.5241,-82.7941,"56,181","89,890"
45.419,-119.5844,"56,181","89,890"
38.7029,-77.4809,"55,500","88,800"
38.7029,-77.4809,"55,500","88,800"
38.7029,-77.4809,"55,500","88,800"
38.7029,-77.4809,"55,500","88,800"
38.7029,-77.4809,"53,750","86,000"
38.7029,-77.4809,"53,750","86,000"
38.7029,-77.4809,"53,750","86,000"
38.7029,-77.4809,"53,750","86,000"
38.7029,-77.4809,"53,750","86,000"
40.5241,-82.7941,"52,956","84,730"
45.419,-119.5844,"52,956","84,730"
38.7029,-77.4809,"52,963","84,740"
38.7029,-77.4809,"52,963","84,740"
38.7029,-77.4809,"52,963","84,740"
38.7029,-77.4809,"52,963","84,740"
38.7029,-77.4809,"51,700","82,720"
38.7029,-77.4809,"51,700","82,720"
38.7029,-77.4809,"51,700","82,720"
38.7029,-77.4809,"51,700","82,720"
38.7029,-77.4809,"51,700","82,720"
41.177,-75.9892,"48,000","76,800"
39.0907,-77.6357,"44,000","70,400"
39.0907,-77.6357,"44,000","70,400"
39.0907,-77.6357,"44,000","70,400"
39.0907,-77.6357,"44,000","70,400"
38.8368,-77.277,"40,575","64,920"
38.8531,-77.2998,"40,575","64,920"
38.8368,-77.277,"40,575","64,920"
38.8531,-77.2998,"40,575","64,920"
38.8368,-77.277,"40,575","64,920"
38.8531,-77.2998,"40,575","64,920"
38.8368,-77.277,"40,575","64,920"
38.8531,-77.2998,"40,575","64,920"
39.0907,-77.6357,"39,750","63,600"
39.0907,-77.6357,"39,750","63,600"
39.0907,-77.6357,"39,750","63,600"
39.0907,-77.6357,"36,500","58,400"
39.0907,-77.6357,"36,500","58,400"
39.0907,-77.6357,"36,500","58,400"
39.0907,-77.6357,"35,750","57,200"
39.0907,-77.6357,"35,750","57,200"
39.0907,-77.6357,"35,750","57,200"
39.0907,-77.6357,"33,800","54,080"
39.0907,-77.6357,"33,800","54,080"
39.0907,-77.6357,"33,800","54,080"
38.7029,-77.4809,"33,125","53,000"
38.7029,-77.4809,"33,125","53,000"
38.7029,-77.4809,"33,125","53,000"
38.7029,-77.4809,"30,375","48,600"
38.7029,-77.4809,"30,375","48,600"
39.0907,-77.6357,"28,500","45,600"
39.0907,-77.6357,"28,500","45,600"
39.0907,-77.6357,"28,500","45,600"
39.0907,-77.6357,"28,500","45,600"
38.7029,-77.4809,"26,300","42,080"
38.7029,-77.4809,"26,300","42,080"
40.5241,-82.7941,"25,331","40,530"
45.419,-119.5844,"25,331","40,530"
39.0907,-77.6357,"24,500","39,200"
39.0907,-77.6357,"24,500","39,200"
39.0907,-77.6357,"23,800","38,080"
39.0907,-77.6357,"23,800","38,080"
39.0907,-77.6357,"22,500","36,000"
38.486,-77.9558,"21,650","34,640"
39.0907,-77.6357,"20,994","33,590"
39.0907,-77.6357,"20,994","33,590"
38.7029,-77.4809,"18,800","30,080"
38.7029,-77.4809,"18,800","30,080"
38.7029,-77.4809,"18,800","30,080"
39.0907,-77.6357,"18,600","29,760"
38.8368,-77.277,"18,525","29,640"
38.8531,-77.2998,"18,525","29,640"
39.0907,-77.6357,"14,900","23,840"
37.2318,-121.6951,"13,687","21,899"
37.6469,-121.8887,"13,590","21,743"
40.6601,-74.31,"12,563","20,100"
34.9884,-80.5307,"12,563","20,100"
40.2994,-83.3716,"12,563","20,100"
40.963,-77.0622,"12,563","20,100"
33.1713,-92.5972,"12,563","20,100"
34.4905,-89.0038,"12,563","20,100"
34.6895,-81.6192,"12,563","20,100"
34.8341,-83.9907,"12,563","20,100"
45.3102,-118.0088,"12,563","20,100"
32.8318,-92.3748,"12,563","20,100"
36.2879,-83.8375,"12,563","20,100"
42.8325,-96.656,"12,563","20,100"
37.4713,-89.2551,"12,563","20,100"
30.0439,-82.3714,"12,563","20,100"
37.6584,-87.9454,"12,563","20,100"
41.0277,-94.2424,"12,563","20,100"
39.6256,-84.9252,"12,563","20,100"
36.4816,-103.471,"12,563","20,100"
39.6498,-104.3393,"11,614","18,582"
38.486,-77.9558,"11,625","18,600"
41.4603,-87.0672,"10,869","17,390"
38.8368,-77.277,"9,500","15,200"
38.8531,-77.2998,"9,500","15,200"
39.2507,-76.9312,"8,900","14,240"
40.4836,-86.1169,"8,900","14,240"
32.3062,-101.4356,"8,900","14,240"
34.0889,-93.9936,"8,900","14,240"
39.1425,-92.6963,"8,900","14,240"
43.3568,-92.3172,"8,900","14,240"
41.22,-98.5171,"8,900","14,240"
39.2507,-76.9312,"8,900","14,240"
40.4836,-86.1169,"8,900","14,240"
32.3062,-101.4356,"8,900","14,240"
34.0889,-93.9936,"8,900","14,240"
39.1425,-92.6963,"8,900","14,240"
43.3568,-92.3172,"8,900","14,240"
41.22,-98.5171,"8,900","14,240"
39.0065,-76.6051,"8,900","14,240"
29.4489,-98.52,"8,900","14,240"
29.4489,-98.52,"8,900","14,240"
29.4489,-98.52,"8,900","14,240"
38.7386,-77.8092,"8,875","14,200"
38.8368,-77.277,"6,275","10,040"
38.8531,-77.2998,"6,275","10,040"
37.2318,-121.6951,"4,742","7,588"
32.7666,-96.7778,"4,563","7,300"
41.6849,-94.0398,"4,563","7,300"
32.326,-87.1065,"4,563","7,300"
37.6804,-93.0237,"4,563","7,300"
33.9699,-92.6544,"4,563","7,300"
38.8368,-77.277,"4,213","6,740"
38.8531,-77.2998,"4,213","6,740"
34.8414,-116.1785,"2,699","4,319"
36.1306,-80.2564,"1,400","2,240"
34.2255,-84.125,"1,400","2,240"
37.6469,-121.8887,578,924
33.7031,-117.7609,93,149
28.5144,-81.3235,93,149
41.4022,-74.3056,93,149
36.0611,-79.1207,93,149
30.1213,-93.8939,93,149
38.2461,-78.014,93,149
44.0056,-72.3768,93,149
38.5418,-86.495,93,149
33.7031,-117.7609,62,99
28.5144,-81.3235,62,99
41.4022,-74.3056,62,99
36.0611,-79.1207,62,99
30.1213,-93.8939,62,99
38.2461,-78.014,62,99
44.0056,-72.3768,62,99
38.5418,-86.495,62,99
33.7031,-117.7609,23,36
28.5144,-81.3235,23,36
41.4022,-74.3056,23,36
36.0611,-79.1207,23,36
30.1213,-93.8939,23,36
38.2461,-78.014,23,36
44.0056,-72.3768,23,36
38.5418,-86.495,23,36
34.3219,-118.2247,57,91
33.349,-112.4915,"3,625","5,800"
40.0925,-105.3577,545,872
37.9348,-121.2714,50,80
32.7666,-96.7778,not disclosed,not disclosed
41.6849,-94.0398,not disclosed,not disclosed
32.326,-87.1065,not disclosed,not disclosed
37.6804,-93.0237,not disclosed,not disclosed
33.9699,-92.6544,not disclosed,not disclosed
35.662,-81.2151,"55,875","89,400"
33.349,-112.4915,"46,553","74,485"
44.1422,-120.3566,"21,750","34,800"
44.5885,-104.5699,"21,750","34,800"
34.3219,-118.2247,65,103
34.3219,-118.2247,59,94
32.0974,-111.7899,500,800
40.8139,-81.3656,375,600
46.8107,-102.6551,375,600
41.0934,-89.7975,375,600
38.4165,-88.0533,758,"1,213"
37.8876,-99.3121,758,"1,213"
29.9827,-100.3048,758,"1,213"
33.7903,-84.4671,"4,375","7,000"
43.1138,-74.4222,"4,375","7,000"
41.6018,-84.1301,"4,375","7,000"
40.4728,-90.2075,"4,375","7,000"
41.047,-86.2635,"4,375","7,000"
39.9254,-78.1127,"4,375","7,000"
36.3817,-91.8182,"4,375","7,000"
36.554,-89.1874,"4,375","7,000"
41.8401,-87.8168,"3,188","5,100"
31.154,-83.4305,"3,188","5,100"
47.9026,-90.5354,"3,188","5,100"
33.7903,-84.4671,"4,000","6,400"
43.1138,-74.4222,"4,000","6,400"
41.6018,-84.1301,"4,000","6,400"
40.4728,-90.2075,"4,000","6,400"
41.047,-86.2635,"4,000","6,400"
39.9254,-78.1127,"4,000","6,400"
36.3817,-91.8182,"4,000","6,400"
36.554,-89.1874,"4,000","6,400"
33.7903,-84.4671,"3,256","5,210"
43.1138,-74.4222,"3,256","5,210"
41.6018,-84.1301,"3,256","5,210"
40.4728,-90.2075,"3,256","5,210"
41.047,-86.2635,"3,256","5,210"
39.9254,-78.1127,"3,256","5,210"
36.3817,-91.8182,"3,256","5,210"
36.554,-89.1874,"3,256","5,210"
33.7903,-84.4671,"2,438","3,900"
43.1138,-74.4222,"2,438","3,900"
41.6018,-84.1301,"2,438","3,900"
40.4728,-90.2075,"2,438","3,900"
41.047,-86.2635,"2,438","3,900"
39.9254,-78.1127,"2,438","3,900"
36.3817,-91.8182,"2,438","3,900"
36.554,-89.1874,"2,438","3,900"
37.4228,-122.3291,"1,913","3,062"
37.7556,-122.445,"1,594","2,550"
33.7903,-84.4671,901,"1,442"
43.1138,-74.4222,901,"1,442"
41.6018,-84.1301,901,"1,442"
40.4728,-90.2075,901,"1,442"
41.047,-86.2635,901,"1,442"
39.9254,-78.1127,901,"1,442"
36.3817,-91.8182,901,"1,442"
36.554,-89.1874,901,"1,442"
33.7903,-84.4671,438,700
43.1138,-74.4222,438,700
41.6018,-84.1301,438,700
40.4728,-90.2075,438,700
41.047,-86.2635,438,700
39.9254,-78.1127,438,700
36.3817,-91.8182,438,700
36.554,-89.1874,438,700
33.7903,-84.4671,25,40
43.1138,-74.4222,25,40
41.6018,-84.1301,25,40
40.4728,-90.2075,25,40
41.047,-86.2635,25,40
39.9254,-78.1127,25,40
36.3817,-91.8182,25,40
36.554,-89.1874,25,40
37.2318,-121.6951,226,362
42.6604,-83.3858,750,"1,200"
42.4856,-71.3918,"4,050","6,480"
40.4392,-74.4117,"4,050","6,480"
37.6303,-76.5698,"4,050","6,480"
41.2953,-96.1543,"1,875","3,000"
39.3298,-104.9293,"1,875","3,000"
33.7019,-84.7679,"1,875","3,000"
38.8847,-95.2926,"1,875","3,000"
43.2797,-123.1665,"1,875","3,000"
38.9123,-119.6162,"1,875","3,000"
47.7361,-119.6918,"1,875","3,000"
46.4329,-91.9162,"1,875","3,000"
45.9338,-95.4535,"1,875","3,000"
39.7694,-88.2173,"1,875","3,000"
36.9326,-92.4988,"1,875","3,000"
43.3869,-98.3661,"1,875","3,000"
41.1525,-74.0242,not disclosed,not disclosed
42.4856,-71.3918,"3,875","6,200"
40.4392,-74.4117,"3,875","6,200"
37.6303,-76.5698,"3,875","6,200"
41.0344,-74.3009,"3,750","6,000"
42.3233,-88.0037,"2,000","3,200"
41.4167,-87.3821,"2,000","3,200"
28.7615,-81.7113,"2,000","3,200"
41.6963,-81.2372,"2,000","3,200"
39.1,-122.7534,"2,000","3,200"
47.6459,-114.0894,"2,000","3,200"
43.9901,-85.8016,"2,000","3,200"
44.0221,-97.1294,"2,000","3,200"
47.6411,-91.4458,"2,000","3,200"
42.7935,-120.3874,"2,000","3,200"
39.2025,-106.3448,"2,000","3,200"
36.3352,-89.4935,"2,000","3,200"
40.6673,-111.9236,750,"1,200"
34.4561,-119.0836,29,47
37.7556,-122.445,305,488
41.1129,-96.112,823,"1,316"
38.4493,-121.3443,282,450
37.538,-77.4058,"3,561","5,698"
37.538,-77.4058,"3,561","5,698"
37.538,-77.4058,"3,561","5,698"
39.4722,-77.398,"3,728","5,964"
39.2046,-78.2626,"3,728","5,964"
33.349,-112.4915,"2,179","3,486"
33.0343,-116.735,414,662
32.0974,-111.7899,"4,814","7,703"
32.7666,-96.7778,"1,125","1,800"
41.6849,-94.0398,"1,125","1,800"
32.326,-87.1065,"1,125","1,800"
37.6804,-93.0237,"1,125","1,800"
33.9699,-92.6544,"1,125","1,800"
39.762,-104.8758,500,800
33.349,-112.4915,"3,030","4,848"
33.7031,-117.7609,33,52
28.5144,-81.3235,33,52
41.4022,-74.3056,33,52
36.0611,-79.1207,33,52
30.1213,-93.8939,33,52
38.2461,-78.014,33,52
44.0056,-72.3768,33,52
38.5418,-86.495,33,52
37.7556,-122.445,141,225
39.0907,-77.6357,"11,000","17,600"
39.0907,-77.6357,"11,000","17,600"
39.0907,-77.6357,"11,000","17,600"
40.7408,-74.0751,"10,524","16,838"
41.852,-88.0856,"8,250","13,200"
41.8401,-87.8168,"7,305","11,688"
31.154,-83.4305,"7,305","11,688"
47.9026,-90.5354,"7,305","11,688"
33.7031,-117.7609,"6,942","11,107"
28.5144,-81.3235,"6,942","11,107"
41.4022,-74.3056,"6,942","11,107"
36.0611,-79.1207,"6,942","11,107"
30.1213,-93.8939,"6,942","11,107"
38.2461,-78.014,"6,942","11,107"
44.0056,-72.3768,"6,942","11,107"
38.5418,-86.495,"6,942","11,107"
37.2318,-121.6951,"6,169","9,870"
39.0907,-77.6357,"6,000","9,600"
42.4856,-71.3918,"5,442","8,708"
40.4392,-74.4117,"5,442","8,708"
37.6303,-76.5698,"5,442","8,708"
41.2953,-96.1543,"5,380","8,608"
39.3298,-104.9293,"5,380","8,608"
33.7019,-84.7679,"5,380","8,608"
38.8847,-95.2926,"5,380","8,608"
43.2797,-123.1665,"5,380","8,608"
38.9123,-119.6162,"5,380","8,608"
47.7361,-119.6918,"5,380","8,608"
46.4329,-91.9162,"5,380","8,608"
45.9338,-95.4535,"5,380","8,608"
39.7694,-88.2173,"5,380","8,608"
36.9326,-92.4988,"5,380","8,608"
43.3869,-98.3661,"5,380","8,608"
39.0907,-77.6357,"5,250","8,400"
41.852,-88.0856,"5,102","8,163"
33.7031,-117.7609,"4,312","6,899"
28.5144,-81.3235,"4,312","6,899"
41.4022,-74.3056,"4,312","6,899"
36.0611,-79.1207,"4,312","6,899"
30.1213,-93.8939,"4,312","6,899"
38.2461,-78.014,"4,312","6,899"
44.0056,-72.3768,"4,312","6,899"
38.5418,-86.495,"4,312","6,899"
37.2318,-121.6951,"4,388","7,020"
42.4856,-71.3918,"4,375","7,000"
40.4392,-74.4117,"4,375","7,000"
37.6303,-76.5698,"4,375","7,000"
37.2318,-121.6951,"4,031","6,450"
37.2318,-121.6951,"3,720","5,951"
41.2953,-96.1543,"3,688","5,900"
39.3298,-104.9293,"3,688","5,900"
33.7019,-84.7679,"3,688","5,900"
38.8847,-95.2926,"3,688","5,900"
43.2797,-123.1665,"3,688","5,900"
38.9123,-119.6162,"3,688","5,900"
47.7361,-119.6918,"3,688","5,900"
46.4329,-91.9162,"3,688","5,900"
45.9338,-95.4535,"3,688","5,900"
39.7694,-88.2173,"3,688","5,900"
36.9326,-92.4988,"3,688","5,900"
43.3869,-98.3661,"3,688","5,900"
33.349,-112.4915,"3,205","5,128"
33.349,-112.4915,"2,186","3,497"
41.2953,-96.1543,"2,069","3,311"
39.3298,-104.9293,"2,069","3,311"
33.7019,-84.7679,"2,069","3,311"
38.8847,-95.2926,"2,069","3,311"
43.2797,-123.1665,"2,069","3,311"
38.9123,-119.6162,"2,069","3,311"
47.7361,-119.6918,"2,069","3,311"
46.4329,-91.9162,"2,069","3,311"
45.9338,-95.4535,"2,069","3,311"
39.7694,-88.2173,"2,069","3,311"
36.9326,-92.4988,"2,069","3,311"
43.3869,-98.3661,"2,069","3,311"
39.6498,-104.3393,"2,083","3,332"
37.2318,-121.6951,"1,793","2,869"
39.9167,-75.3991,"1,875","3,000"
40.2784,-83.0049,"1,875","3,000"
40.2275,-85.3969,"1,875","3,000"
42.1981,-74.9665,"1,875","3,000"
36.4082,-94.8026,"1,875","3,000"
42.4712,-91.3673,"1,875","3,000"
39.0907,-77.6357,"1,500","2,400"
40.7408,-74.0751,"1,288","2,060"
37.2318,-121.6951,987,"1,578"
37.2318,-121.6951,"1,072","1,716"
42.4856,-71.3918,"1,000","1,600"
40.4392,-74.4117,"1,000","1,600"
37.6303,-76.5698,"1,000","1,600"
34.3219,-118.2247,536,858
37.2318,-121.6951,"1,035","1,655"
33.349,-112.4915,"2,500","4,000"
37.3785,-77.587,"9,750","15,600"
34.6398,-80.1587,"9,750","15,600"
39.5768,-75.6527,375,600
37.2318,-121.6951,"2,429","3,887"
38.8368,-77.277,437,698
38.8531,-77.2998,437,698
33.2055,-97.1168,"5,000","8,000"
34.6729,-120.0169,141,225
34.3219,-118.2247,531,850
38.8838,-94.8223,"4,625","7,400"
32.379,-97.3666,"4,625","7,400"
39.49,-86.1016,"4,625","7,400"
41.6715,-91.5881,"4,625","7,400"
38.7441,-93.8064,"4,625","7,400"
35.5697,-93.4602,"4,625","7,400"
37.8466,-82.8315,"4,625","7,400"
36.4549,-81.8518,"4,625","7,400"
37.4597,-88.8809,"4,625","7,400"
32.7015,-82.6601,"4,625","7,400"
44.0388,-106.5847,"4,625","7,400"
40.3926,-96.2651,"4,625","7,400"
39.0907,-77.6357,"142,524","228,038"
39.0907,-77.6357,"142,524","228,038"
39.0907,-77.6357,"142,524","228,038"
39.0907,-77.6357,"78,500","125,600"
38.7029,-77.4809,"74,500","119,200"
38.7029,-77.4809,"74,500","119,200"
38.7029,-77.4809,"74,500","119,200"
38.7029,-77.4809,"42,000","67,200"
41.8401,-87.8168,"12,809","20,494"
31.154,-83.4305,"12,809","20,494"
47.9026,-90.5354,"12,809","20,494"
38.7029,-77.4809,"11,500","18,400"
33.7903,-84.4671,"2,484","3,974"
43.1138,-74.4222,"2,484","3,974"
41.6018,-84.1301,"2,484","3,974"
40.4728,-90.2075,"2,484","3,974"
41.047,-86.2635,"2,484","3,974"
39.9254,-78.1127,"2,484","3,974"
36.3817,-91.8182,"2,484","3,974"
36.554,-89.1874,"2,484","3,974"
39.0085,-94.3461,"2,000","3,200"
42.4322,-122.7285,"2,000","3,200"
42.2485,-84.4234,"2,000","3,200"
30.5425,-88.6358,"2,000","3,200"
34.134,-83.5665,"2,000","3,200"
37.7851,-89.3821,"2,000","3,200"
34.7795,-85.9993,"2,000","3,200"
30.7954,-85.2155,"2,000","3,200"
38.9064,-86.0375,"2,000","3,200"
35.2876,-83.1408,"2,000","3,200"
39.0197,-82.6184,"2,000","3,200"
38.8345,-81.6748,"2,000","3,200"
34.588,-99.4148,"2,000","3,200"
44.3192,-90.8053,"2,000","3,200"
42.1717,-90.5743,"2,000","3,200"
35.5992,-91.2145,"2,000","3,200"
28.9542,-96.5776,"2,000","3,200"
32.3021,-92.5579,"2,000","3,200"
39.4168,-95.7937,"2,000","3,200"
37.4198,-84.0058,"2,000","3,200"
36.3592,-85.6732,"2,000","3,200"
43.6742,-95.1541,"2,000","3,200"
43.6943,-101.6281,"2,000","3,200"
40.6664,-106.3428,"2,000","3,200"
39.2507,-76.9312,"1,688","2,700"
40.4836,-86.1169,"1,688","2,700"
32.3062,-101.4356,"1,688","2,700"
34.0889,-93.9936,"1,688","2,700"
39.1425,-92.6963,"1,688","2,700"
43.3568,-92.3172,"1,688","2,700"
41.22,-98.5171,"1,688","2,700"
33.7031,-117.7609,"1,242","1,986"
28.5144,-81.3235,"1,242","1,986"
41.4022,-74.3056,"1,242","1,986"
36.0611,-79.1207,"1,242","1,986"
30.1213,-93.8939,"1,242","1,986"
38.2461,-78.014,"1,242","1,986"
44.0056,-72.3768,"1,242","1,986"
38.5418,-86.495,"1,242","1,986"
34.3219,-118.2247,"1,038","1,661"
38.9047,-77.0163,759,"1,214"
34.3219,-118.2247,545,872
34.8414,-116.1785,414,662
34.3219,-118.2247,375,600
33.0343,-116.735,212,338
42.1351,-72.6316,188,300
34.3219,-118.2247,70,112
33.7031,-117.7609,17,28
28.5144,-81.3235,17,28
41.4022,-74.3056,17,28
36.0611,-79.1207,17,28
30.1213,-93.8939,17,28
38.2461,-78.014,17,28
44.0056,-72.3768,17,28
38.5418,-86.495,17,28
39.0907,-77.6357,"38,250","61,200"
39.9695,-83.0093,"12,375","19,800"
39.9274,-77.7213,"12,375","19,800"
38.4111,-91.075,"12,375","19,800"
46.5347,-118.899,"12,375","19,800"
36.0827,-78.2857,"12,375","19,800"
42.5831,-72.5918,"12,375","19,800"
36.992,-79.8811,"12,375","19,800"
38.2391,-84.8771,"12,375","19,800"
44.8576,-72.9131,"12,375","19,800"
44.5929,-74.3038,"12,375","19,800"
35.1556,-86.0937,"12,375","19,800"
37.9923,-88.9242,"12,375","19,800"
34.4417,-87.8437,"12,375","19,800"
44.974,-70.444,"12,375","19,800"
38.5645,-95.2859,"12,375","19,800"
34.3754,-83.2291,"12,375","19,800"
39.4149,-85.0602,"12,375","19,800"
32.1333,-91.6738,"12,375","19,800"
35.5124,-93.8906,"12,375","19,800"
42.1811,-111.8132,"12,375","19,800"
29.8766,-84.8137,"12,375","19,800"
33.1755,-95.2184,"12,375","19,800"
42.7325,-93.2625,"12,375","19,800"
36.6831,-76.9386,"12,375","19,800"
31.4772,-90.8979,"12,375","19,800"
40.1763,-98.9528,"12,375","19,800"
39.9695,-83.0093,"6,750","10,800"
39.9274,-77.7213,"6,750","10,800"
38.4111,-91.075,"6,750","10,800"
46.5347,-118.899,"6,750","10,800"
36.0827,-78.2857,"6,750","10,800"
42.5831,-72.5918,"6,750","10,800"
36.992,-79.8811,"6,750","10,800"
38.2391,-84.8771,"6,750","10,800"
44.8576,-72.9131,"6,750","10,800"
44.5929,-74.3038,"6,750","10,800"
35.1556,-86.0937,"6,750","10,800"
37.9923,-88.9242,"6,750","10,800"
34.4417,-87.8437,"6,750","10,800"
44.974,-70.444,"6,750","10,800"
38.5645,-95.2859,"6,750","10,800"
34.3754,-83.2291,"6,750","10,800"
39.4149,-85.0602,"6,750","10,800"
32.1333,-91.6738,"6,750","10,800"
35.5124,-93.8906,"6,750","10,800"
42.1811,-111.8132,"6,750","10,800"
29.8766,-84.8137,"6,750","10,800"
33.1755,-95.2184,"6,750","10,800"
42.7325,-93.2625,"6,750","10,800"
36.6831,-76.9386,"6,750","10,800"
31.4772,-90.8979,"6,750","10,800"
40.1763,-98.9528,"6,750","10,800"
37.2318,-121.6951,"3,732","5,971"
40.862,-74.5445,450,720
33.1135,-94.7326,450,720
38.6874,-96.6499,450,720
40.862,-74.5445,375,600
33.1135,-94.7326,375,600
38.6874,-96.6499,375,600
40.862,-74.5445,75,120
33.1135,-94.7326,75,120
38.6874,-96.6499,75,120
34.3219,-118.2247,141,226
33.349,-112.4915,682,"1,091"
38.7029,-77.4809,"13,047","20,874"
33.349,-112.4915,not disclosed,not disclosed
32.3484,-96.7947,"212,800","340,480"
38.9147,-99.3173,"212,800","340,480"
36.2184,-99.7546,"212,800","340,480"
33.349,-112.4915,"154,500","247,200"
39.0907,-77.6357,"40,000","64,000"
39.0907,-77.6357,"40,000","64,000"
39.0907,-77.6357,"40,000","64,000"
39.0907,-77.6357,"40,000","64,000"
38.6866,-121.9011,38,60
39.6498,-104.3393,"1,118","1,789"
41.7972,-71.1145,"1,000","1,600"
41.7173,-71.284,"1,000","1,600"
36.618,-82.1605,"1,000","1,600"
38.4493,-121.3443,"1,540","2,464"
27.9292,-82.3088,"1,227","1,962"
42.9153,-71.7161,"1,227","1,962"
43.5179,-71.4227,300,480
39.4778,-74.6613,500,800
41.1626,-73.7561,543,869
33.7716,-84.2264,283,453
41.8935,-88.7703,283,453
34.4598,-85.8041,283,453
41.3976,-84.9991,283,453
35.9799,-85.8328,283,453
39.8932,-94.4047,283,453
38.8368,-77.277,"3,250","5,200"
38.8531,-77.2998,"3,250","5,200"
37.3785,-77.587,"1,875","3,000"
34.6398,-80.1587,"1,875","3,000"
32.2884,-85.1849,"1,125","1,800"
36.9339,-82.0954,"1,125","1,800"
36.9911,-85.0587,"1,125","1,800"
38.9148,-98.7624,"1,125","1,800"
40.7792,-73.9668,"4,360","6,977"
38.8368,-77.277,"355,559","568,894"
38.8531,-77.2998,"355,559","568,894"
38.8368,-77.277,"23,495","37,592"
38.8531,-77.2998,"23,495","37,592"
34.3219,-118.2247,"12,478","19,965"
39.762,-104.8758,"11,375","18,200"
37.2318,-121.6951,"8,822","14,115"
40.7408,-74.0751,"5,625","9,000"
42.4856,-71.3918,"5,227","8,362"
40.4392,-74.4117,"5,227","8,362"
37.6303,-76.5698,"5,227","8,362"
25.615,-80.5624,"3,500","5,600"
37.2318,-121.6951,"3,267","5,228"
37.2318,-121.6951,"2,721","4,354"
40.7792,-73.9668,"2,294","3,670"
37.2318,-121.6951,"2,190","3,504"
41.8401,-87.8168,"2,000","3,200"
31.154,-83.4305,"2,000","3,200"
47.9026,-90.5354,"2,000","3,200"
33.7031,-117.7609,"2,100","3,360"
28.5144,-81.3235,"2,100","3,360"
41.4022,-74.3056,"2,100","3,360"
36.0611,-79.1207,"2,100","3,360"
30.1213,-93.8939,"2,100","3,360"
38.2461,-78.014,"2,100","3,360"
44.0056,-72.3768,"2,100","3,360"
38.5418,-86.495,"2,100","3,360"
37.2318,-121.6951,"1,338","2,140"
39.762,-104.8758,684,"1,094"
38.9047,-77.0163,684,"1,094"
33.188,-96.5724,"6,875","11,000"
38.7029,-77.4809,"178,325","285,320"
38.7029,-77.4809,"178,325","285,320"
38.7029,-77.4809,"178,325","285,320"
38.7029,-77.4809,"178,325","285,320"
38.7029,-77.4809,"178,325","285,320"
38.7029,-77.4809,"178,325","285,320"
34.6729,-120.0169,750,"1,200"
33.349,-112.4915,"1,003","1,605"
33.349,-112.4915,503,805
34.3219,-118.2247,141,225
48.3437,-103.4802,"23,303","37,285"
41.5603,-84.5881,"23,303","37,285"
40.2982,-110.4252,"5,956","9,529"
34.0218,-80.9031,"4,597","7,355"
40.7747,-82.5365,"4,597","7,355"
32.4178,-91.7635,"4,597","7,355"
43.3756,-90.4295,"4,597","7,355"
46.2646,-96.9483,"4,597","7,355"
38.7124,-88.0851,"4,597","7,355"
47.7879,-104.5614,"4,597","7,355"
34.0218,-80.9031,"4,597","7,355"
40.7747,-82.5365,"4,597","7,355"
32.4178,-91.7635,"4,597","7,355"
43.3756,-90.4295,"4,597","7,355"
46.2646,-96.9483,"4,597","7,355"
38.7124,-88.0851,"4,597","7,355"
47.7879,-104.5614,"4,597","7,355"
34.0218,-80.9031,"4,202","6,724"
40.7747,-82.5365,"4,202","6,724"
32.4178,-91.7635,"4,202","6,724"
43.3756,-90.4295,"4,202","6,724"
46.2646,-96.9483,"4,202","6,724"
38.7124,-88.0851,"4,202","6,724"
47.7879,-104.5614,"4,202","6,724"
34.0218,-80.9031,"2,418","3,869"
40.7747,-82.5365,"2,418","3,869"
32.4178,-91.7635,"2,418","3,869"
43.3756,-90.4295,"2,418","3,869"
46.2646,-96.9483,"2,418","3,869"
38.7124,-88.0851,"2,418","3,869"
47.7879,-104.5614,"2,418","3,869"
34.0218,-80.9031,"2,418","3,869"
40.7747,-82.5365,"2,418","3,869"
32.4178,-91.7635,"2,418","3,869"
43.3756,-90.4295,"2,418","3,869"
46.2646,-96.9483,"2,418","3,869"
38.7124,-88.0851,"2,418","3,869"
47.7879,-104.5614,"2,418","3,869"
34.0218,-80.9031,"1,864","2,983"
40.7747,-82.5365,"1,864","2,983"
32.4178,-91.7635,"1,864","2,983"
43.3756,-90.4295,"1,864","2,983"
46.2646,-96.9483,"1,864","2,983"
38.7124,-88.0851,"1,864","2,983"
47.7879,-104.5614,"1,864","2,983"
39.0085,-94.3461,"1,600","2,559"
42.4322,-122.7285,"1,600","2,559"
